ImageNumber,ObjectNumber,FileName_DNA,FileName_OverlayObjects,PathName_DNA,PathName_OverlayObjects,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_CentralMoment_0_0,AreaShape_CentralMoment_0_1,AreaShape_CentralMoment_0_2,AreaShape_CentralMoment_0_3,AreaShape_CentralMoment_1_0,AreaShape_CentralMoment_1_1,AreaShape_CentralMoment_1_2,AreaShape_CentralMoment_1_3,AreaShape_CentralMoment_2_0,AreaShape_CentralMoment_2_1,AreaShape_CentralMoment_2_2,AreaShape_CentralMoment_2_3,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_HuMoment_0,AreaShape_HuMoment_1,AreaShape_HuMoment_2,AreaShape_HuMoment_3,AreaShape_HuMoment_4,AreaShape_HuMoment_5,AreaShape_HuMoment_6,AreaShape_InertiaTensorEigenvalues_0,AreaShape_InertiaTensorEigenvalues_1,AreaShape_InertiaTensor_0_0,AreaShape_InertiaTensor_0_1,AreaShape_InertiaTensor_1_0,AreaShape_InertiaTensor_1_1,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_NormalizedMoment_0_0,AreaShape_NormalizedMoment_0_1,AreaShape_NormalizedMoment_0_2,AreaShape_NormalizedMoment_0_3,AreaShape_NormalizedMoment_1_0,AreaShape_NormalizedMoment_1_1,AreaShape_NormalizedMoment_1_2,AreaShape_NormalizedMoment_1_3,AreaShape_NormalizedMoment_2_0,AreaShape_NormalizedMoment_2_1,AreaShape_NormalizedMoment_2_2,AreaShape_NormalizedMoment_2_3,AreaShape_NormalizedMoment_3_0,AreaShape_NormalizedMoment_3_1,AreaShape_NormalizedMoment_3_2,AreaShape_NormalizedMoment_3_3,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,AreaShape_SpatialMoment_0_0,AreaShape_SpatialMoment_0_1,AreaShape_SpatialMoment_0_2,AreaShape_SpatialMoment_0_3,AreaShape_SpatialMoment_1_0,AreaShape_SpatialMoment_1_1,AreaShape_SpatialMoment_1_2,AreaShape_SpatialMoment_1_3,AreaShape_SpatialMoment_2_0,AreaShape_SpatialMoment_2_1,AreaShape_SpatialMoment_2_2,AreaShape_SpatialMoment_2_3,AreaShape_Zernike_0_0,AreaShape_Zernike_1_1,AreaShape_Zernike_2_0,AreaShape_Zernike_2_2,AreaShape_Zernike_3_1,AreaShape_Zernike_3_3,AreaShape_Zernike_4_0,AreaShape_Zernike_4_2,AreaShape_Zernike_4_4,AreaShape_Zernike_5_1,AreaShape_Zernike_5_3,AreaShape_Zernike_5_5,AreaShape_Zernike_6_0,AreaShape_Zernike_6_2,AreaShape_Zernike_6_4,AreaShape_Zernike_6_6,AreaShape_Zernike_7_1,AreaShape_Zernike_7_3,AreaShape_Zernike_7_5,AreaShape_Zernike_7_7,AreaShape_Zernike_8_0,AreaShape_Zernike_8_2,AreaShape_Zernike_8_4,AreaShape_Zernike_8_6,AreaShape_Zernike_8_8,AreaShape_Zernike_9_1,AreaShape_Zernike_9_3,AreaShape_Zernike_9_5,AreaShape_Zernike_9_7,AreaShape_Zernike_9_9,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,Parent_IdentifyPrimaryObjects
29,18,UT_Progerin_LMN_K9me2_K9me3_2022-09-01_F00_C2_max_proj.tif,UT_Progerin_LMN_K9me2_K9me3_2022-09-01_F00_C2_max_proj.png,\\imaging_storage\shared\users\Amulya\converted_v2\progeria\c2,C:\\Users\\amulya\\documents\\progeria-prediction\\230725_progeria_c2,1084,1394,425,372,391,331,407.5009225092251,350.66974169741695,1084.0,-5.115907697472721e-13,78658.99907749078,2746.5590422925707,-5.286437954055145e-12,-22743.66974169743,-47953.74968682373,-3504806.2604310024,118393.76752767526,28523.10005991209,6709181.928617276,7291538.087436376,1.1134230760916937,1111,0.6849831668222934,37.150930896720695,1,0.7776183644189383,0.898131196912293,0.1676964898738154,0.002641993432283501,2.9796274600370963e-05,6.572809289619825e-07,-1.7307551886060716e-12,-2.591332670554967e-08,2.337810355007998e-12,118.75047377853724,63.032521244678634,72.56365228550808,20.98124514916737,20.98124514916737,109.21934273770779,43.589076389120656,43.08131845707603,15.652475842498529,6.1599691407572665,5.385164807134504,30.99032106965012,31.757209258920376,nan,nan,0.06694063863976762,7.09930335207802e-05,nan,-0.019355392204028942,-0.0012395080923227196,-0.00275154214557321,0.10075585123404779,0.0007372648348311767,0.0052672231978490025,0.00017386679996728765,0.0013027548093057634,-0.0038309733269512006,-0.0001905614123259968,-0.00042999030136994625,-24.430830056251374,123.1543289325507,0.9756975697569757,1084.0,17887.0,373811.0,8766865.0,21322.0,329089.0,6554229.0,147985351.0,537792.0,8007863.0,153099783.0,3324420521.0,0.7419437017955586,0.03592518991809226,0.15904016395934242,0.08616158427034686,0.0066889640392288705,0.0018618796345441018,0.04683765257035183,0.009161235170782274,0.020969196292241865,0.01908454907609251,0.006691648537728503,0.005000355122917695,0.006887383662699671,0.020958975727293164,0.01623794387945223,0.0067578649258987124,0.002242647542091468,0.004130337124632937,0.004195033907692167,0.003389381035606988,0.007813315685880251,0.009617751825123715,0.001710974221776669,0.008011527047491428,0.000580071191664657,0.010185195319869314,0.007798228409009778,0.004070942018464782,0.000833586669416253,0.0030993545361425855,407.5009225092251,350.66974169741695,0,18,18
29,19,UT_Progerin_LMN_K9me2_K9me3_2022-09-01_F00_C2_max_proj.tif,UT_Progerin_LMN_K9me2_K9me3_2022-09-01_F00_C2_max_proj.png,\\imaging_storage\shared\users\Amulya\converted_v2\progeria\c2,C:\\Users\\amulya\\documents\\progeria-prediction\\230725_progeria_c2,3321,4623,323,453,254,386,287.87021981330923,418.9298404095152,3321.0,2.3646862246096134e-11,914281.0647395361,232656.9610977196,-5.056222107668873e-11,145565.76121650124,-434903.3871819929,72662149.35413103,875810.652815417,-250407.34004007967,156670311.3043099,-138311042.0848185,1.1470750550574567,3407,0.5309038311648863,65.02636794459211,1,0.718364698247891,0.8717825355812574,0.1623071051739633,0.0007089585371836412,9.219122677119488e-06,1.640017094601401e-08,-2.34330137657114e-15,1.3250812914158258e-10,5.9308721239146154e-15,313.72387830296697,225.29801797976512,275.30294030097446,-43.83190641869956,-43.83190641869956,263.71895598175763,70.84900883461583,69.9714227381436,28.178005607210743,10.563636916410184,9.433981132056603,59.236462305354415,60.03972258160627,nan,nan,0.08289760322221452,0.00036605290870209486,nan,0.013198406027913147,-0.0006842591304005571,0.001983817026678669,0.07940950195174876,-0.0003939806260235905,0.004277402112422752,-6.552632158199581e-05,0.000559278277662129,0.0021658667027201583,4.689278271865909e-05,0.00023909865226886948,48.7637554032186,218.79393923934,0.9747578514822425,3321.0,112483.0,4724105.0,222172933.0,109360.0,3849613.0,164989809.0,7845566095.0,4477018.0,160974091.0,6887908083.0,324737288941.0,0.8540286848235115,0.025925734722224283,0.10869051986267715,0.06035222642595413,0.012102799052024741,0.013018815459384797,0.05581659372174771,0.022412227241796596,0.010527106772768234,0.004716499214640917,0.0055947144564296525,0.02036624414560065,0.013846340459156043,0.005732988131045638,0.008124232066705575,0.01093724340630061,0.006672314037248569,0.0010770897169651926,0.004512918718866389,0.008522308001684324,0.004270942195525455,0.013624422075640493,0.006125748703770142,0.0027764914718699813,0.00355954251422263,0.003591497082680078,0.0022783743242104906,0.003867372202914631,0.01029718491195266,0.0017285997760778328,287.87021981330923,418.9298404095152,0,19,19
29,20,UT_Progerin_LMN_K9me2_K9me3_2022-09-01_F00_C2_max_proj.tif,UT_Progerin_LMN_K9me2_K9me3_2022-09-01_F00_C2_max_proj.png,\\imaging_storage\shared\users\Amulya\converted_v2\progeria\c2,C:\\Users\\amulya\\documents\\progeria-prediction\\230725_progeria_c2,3808,5236,155,485,87,408,120.37578781512605,444.53597689075633,3808.0,8.86046791492845e-12,1112435.2476365545,585528.0856786116,6.920686246303376e-11,-388001.982930672,-381421.9731755102,-218809487.5315466,1343163.0711659666,-375530.20816097845,300787000.6769815,59641212.21040852,1.165958151336261,3901,0.7041920949910244,69.63114379608811,1,0.7272727272727273,0.8576637153348408,0.16934151777456302,0.0031169530695850127,9.541883781830134e-06,5.735982359051046e-07,-5.6789766491427535e-14,-1.0712502994293832e-08,-1.3407244333942118e-12,428.72595886922164,216.1265408163144,292.13110494657417,101.89127703011344,101.89127703011344,352.7213947389618,82.8227948206745,81.8413098624405,29.410882339705484,11.043275079948781,9.899494936611665,58.68986283848344,58.80497132948056,nan,nan,0.07671510108891129,0.0006543428815366567,nan,-0.026757163085639035,-0.00042624898636553564,-0.003962555242701245,0.09262641668565173,-0.00041966478555392566,0.005447136318972994,1.7502785599714855e-05,0.001146335388938883,-0.004922198567877963,-8.618484200307937e-05,-0.0005740065840370586,-36.72065223225493,236.20815280171306,0.9761599589848756,3808.0,127095.0,5354331.0,253547349.0,139129.0,4255538.0,169344548.0,7709963294.0,6426377.0,185757802.0,6998887584.0,303786195706.0,0.7238722284788742,0.023997060001676025,0.16475258248977798,0.09119143779967843,0.007654041882949959,0.01676820764632923,0.03954163834802953,0.007955758406961676,0.017691317012196717,0.008004943699073279,0.008968176960782212,0.009110591369275202,0.01562297670114441,0.026222982184451394,0.011664844221727907,0.002268820795762848,0.002161954302395807,0.0033078167971776966,0.005484358626295722,0.0052910323115701865,0.007313115355010792,0.00946722344498355,0.0038711212903529226,0.008792194015792692,0.0051445321973265295,0.003439549774462536,0.007070189444165973,0.0024606307202098784,0.004692385396444529,0.004108451120342452,120.37578781512605,444.53597689075633,0,20,20
30,1,UT_Progerin_LMN_K9me2_K9me3_2022-09-01_F01_C2_max_proj.tif,UT_Progerin_LMN_K9me2_K9me3_2022-09-01_F01_C2_max_proj.png,\\imaging_storage\shared\users\Amulya\converted_v2\progeria\c2,C:\\Users\\amulya\\documents\\progeria-prediction\\230725_progeria_c2,1211,1624,69,66,40,10,54.48802642444261,36.94715111478117,1211.0,1.1652900866465643e-12,58322.576383154425,-7292.633596109408,7.055689366097795e-12,22033.23369116431,-38256.07450285394,2497015.7120045675,244114.6176713459,-16101.171005392673,8554260.677819544,-2452497.1829275936,1.3356522876927934,1261,0.8797887384713069,39.26694651579471,1,0.7456896551724138,0.7486978528875958,0.20622765992065598,0.016952996724639742,2.8462122413540984e-05,5.3887039952487845e-06,6.02331110432232e-11,5.667583126722382e-07,2.8734391028702394e-11,203.7091726925414,46.03252347137296,48.16067413968159,-18.194247474124122,-18.194247474124122,201.58102202423277,57.0906889350677,55.226805085936306,13.416407864998739,5.689177613924748,5.0990195135927845,26.671794378793027,27.13890888635664,nan,nan,0.03976934280733411,-0.00014289730427098147,nan,0.015024151506295724,-0.000749618069576965,0.0014060114118862985,0.16645831711332187,-0.00031549835898846975,0.004816705027302007,-3.9682956066919064e-05,0.003025266858637727,0.004162925162412239,-7.164031679792996e-05,0.0003118342976683119,6.671476162474237,142.5685424949238,0.9603489294210944,1211.0,17545.0,312515.0,6210391.0,32633.0,494821.0,9021569.0,182061115.0,1123481.0,17448387.0,318606807.0,6403971165.0,0.5055387175981253,0.02072769871036742,0.17268070946330588,0.10394188290148029,0.01476606631770635,0.009272756016267062,0.026048252763220467,0.04530314857461345,0.03869934638857949,0.002931109218773475,0.005595279208673975,0.005238030709940693,0.00533581194414757,0.007897662339143463,0.008008534160733723,0.016524986719769007,0.004904093240495431,0.006053414843474795,0.0026320192814074947,0.0024252060385633423,0.013618482721371275,0.012215023153250433,0.01220187345434515,0.004756360978246073,0.007656243407097608,0.005917579315090212,0.006374891755602722,0.003882687979858109,0.003054268002403305,0.001197762191243541,54.48802642444261,36.94715111478117,0,1,1
30,2,UT_Progerin_LMN_K9me2_K9me3_2022-09-01_F01_C2_max_proj.tif,UT_Progerin_LMN_K9me2_K9me3_2022-09-01_F01_C2_max_proj.png,\\imaging_storage\shared\users\Amulya\converted_v2\progeria\c2,C:\\Users\\amulya\\documents\\progeria-prediction\\230725_progeria_c2,1679,2346,435,79,389,28,411.4746873138773,51.9630732578916,1679.0,3.6060043839825084e-12,222064.67421083976,67885.56242282409,-6.373568339768099e-12,72904.43061346041,-255264.5213804986,18671500.16133736,253979.71054198922,-226226.7871375406,26007596.39260515,-64448312.93938731,1.145136329455585,1722,0.6909424760487728,46.23601621690972,1,0.7156862745098039,0.8732584708716866,0.16886749243903476,0.0028034246301816327,0.00010443199275395439,2.732065852699965e-06,4.1001495125141096e-11,1.1935159466454929e-07,-2.117832883356231e-11,186.21358209338564,97.31493771175371,132.26007993498496,-43.42134044875546,-43.42134044875546,151.2684398701544,54.58403899945633,53.71219600798314,19.849433241279208,7.491417098956547,6.708203932499369,39.59797974644666,39.45933353958299,nan,nan,0.07877312682250445,0.0005876932195015242,nan,0.0258614296895506,-0.0022098546883981174,0.003944819390905732,0.09009436561653031,-0.0019584716414700705,0.005494752412708668,-0.0003323028888855443,0.0012862571729373043,0.004731318288503714,-0.0003815512070546174,0.0005675712572737742,38.82682865885471,155.4386001800126,0.9750290360046457,1679.0,37735.0,1070147.0,34100773.0,40234.0,977151.0,28665755.0,929094465.0,1218110.0,30644443.0,903456795.0,29175783661.0,0.7251326136416677,0.04951741174800218,0.16072377353401165,0.08573796033451864,0.008446693753386246,0.014317100321422223,0.03975063357295497,0.002187494660831205,0.018271978472809508,0.01913288817007456,0.01477450669664937,0.006852735345659523,0.007744633035445917,0.02251961776207271,0.009967948986139227,0.0030893696731723215,0.004511195667969359,0.00849564042906364,0.004876869314669157,0.006945579664471175,0.0014444692460315268,0.008320912798661614,0.007419356209356348,0.007493996558659404,0.00363681051105933,0.008025447999368532,0.009883980190697873,0.004946674223636826,0.005480913871958318,0.00569884043636159,411.4746873138773,51.9630732578916,0,2,2
30,3,UT_Progerin_LMN_K9me2_K9me3_2022-09-01_F01_C2_max_proj.tif,UT_Progerin_LMN_K9me2_K9me3_2022-09-01_F01_C2_max_proj.png,\\imaging_storage\shared\users\Amulya\converted_v2\progeria\c2,C:\\Users\\amulya\\documents\\progeria-prediction\\230725_progeria_c2,1143,1683,96,111,63,60,79.12948381452318,85.4251968503937,1143.0,-1.1368683772161603e-13,68778.83639545056,8990.280338536093,-8.810729923425242e-13,48743.07086614175,-12621.570408029564,6363337.400225156,193365.35433070862,-53883.24136648262,10506428.776042372,-5611020.647937884,1.2965993437483465,1185,0.867582122452705,38.14856222234714,1,0.679144385026738,0.7712482694222984,0.20065397939464852,0.014662067304279557,1.4925841148295387e-05,2.3783784989583057e-06,1.1757209239526194e-11,2.0571431498653688e-07,-7.910522196569533e-12,183.87498325857445,45.472515189508854,60.17396010100663,-42.64485640082393,-42.64485640082393,169.17353834707666,54.240204020055,52.49761899362675,13.0,5.621238512234291,5.0990195135927845,25.614449047363873,26.973324656633295,nan,nan,0.052645634384082776,0.0002035436969443049,nan,0.037309585652514375,-0.0002857576188232078,0.004261340719887835,0.14800834501056576,-0.0012199390606391313,0.007035847692496472,-0.00011114247416624614,-0.0008741212384795568,0.010139580655976439,-0.00010941630822949894,0.0009555703537063362,19.02118948011082,136.46803743153546,0.9645569620253165,1143.0,18436.0,366142.0,8133406.0,29061.0,517482.0,10869012.0,250589076.0,932247.0,17461384.0,375078662.0,8756922466.0,0.528052539779496,0.008941601210481155,0.17620391779714756,0.10622325168328274,0.0018550928732403553,0.003075382594808561,0.018524208544739258,0.046113931151136385,0.035278848460167114,0.0024454839948661487,0.006014104174151701,0.0008307209822256531,0.006198913266447885,0.011547015026181932,0.0032269840574281074,0.014054047433790875,0.0020858821465888733,0.0023306094393885125,0.0036854843849907317,0.0020199205834319513,0.013491132544924286,0.013725735081971432,0.01711279111255205,0.007918349858188387,0.006461113672848037,0.0020234906946214625,0.00045909064024796776,0.00031355067982962614,0.00129832045957288,0.0024349644083873504,79.12948381452318,85.4251968503937,0,3,3
30,4,UT_Progerin_LMN_K9me2_K9me3_2022-09-01_F01_C2_max_proj.tif,UT_Progerin_LMN_K9me2_K9me3_2022-09-01_F01_C2_max_proj.png,\\imaging_storage\shared\users\Amulya\converted_v2\progeria\c2,C:\\Users\\amulya\\documents\\progeria-prediction\\230725_progeria_c2,1215,1485,104,214,77,159,89.16707818930041,186.04444444444445,1215.0,-1.7053025658242404e-13,59855.083127572005,26037.89650222693,6.0182969718880486e-12,21277.97777777773,-44406.905331504124,1950758.4551221721,242767.59999999995,-159779.94781893017,9555854.56765073,-14732080.413532887,1.296017757026258,1244,0.8751367427101049,39.33174350131485,1,0.8181818181818182,0.771594366341494,0.2049976684635282,0.01618362095309954,0.0001046644052268916,7.1009601702971235e-06,-1.1245021374890545e-10,-7.061453058836332e-07,-1.5757757257932608e-10,201.81911187317888,47.2530553100079,49.26344290335144,-17.512738911751217,-17.512738911751217,199.80872427983536,56.825221424741166,56.04462507680822,14.0,5.7624803092445065,5.0990195135927845,26.0,27.496343119770064,nan,nan,0.04054604354185304,0.0005060171095738931,nan,0.014413776882099768,-0.000862998048980162,0.0010876136866018698,0.16445162492167517,-0.0031051428196700753,0.005327711479432255,-0.00023563896579192577,0.00027520070855223877,0.005699384770240248,-0.00037941617747971114,0.0003867144375841354,6.548644911184569,140.66904755831214,0.9766881028938906,1215.0,14783.0,239721.0,4399265.0,32859.0,421076.0,6956496.0,128755364.0,1131421.0,14757210.0,242543250.0,4446981402.0,0.4925138640093036,0.029310602245409483,0.176585845937192,0.09527057434813198,0.02679520431621177,0.007581765242042796,0.022790884485449973,0.046607258170883216,0.03611819663788208,0.005509696238574626,0.005124555640742612,0.0021221023325237722,0.004467959079902645,0.008771375098967324,0.013030819085814674,0.016211635751689817,0.009250741695134762,0.006644342891465595,0.0021740769596634377,0.000457998199153798,0.011549096733362702,0.009611764927466768,0.010139763081002963,0.0006702340266191819,0.008565890199850974,0.010426669120543748,0.009183012040362497,0.005492837778235078,0.002760500327950601,0.0012626923831954866,89.16707818930041,186.04444444444445,0,4,4
30,5,UT_Progerin_LMN_K9me2_K9me3_2022-09-01_F01_C2_max_proj.tif,UT_Progerin_LMN_K9me2_K9me3_2022-09-01_F01_C2_max_proj.png,\\imaging_storage\shared\users\Amulya\converted_v2\progeria\c2,C:\\Users\\amulya\\documents\\progeria-prediction\\230725_progeria_c2,2983,4118,275,223,217,152,245.4656386188401,187.7891384512236,2983.0,4.320099833421409e-12,579992.2279584312,-48288.501933796564,-1.2818190953112207e-11,215633.8866912504,525976.5084719078,90800650.70862131,951146.3680858195,553038.5509411981,145154445.89546946,306800912.16330045,1.164100999548694,3052,0.7361118350480226,61.628512572874826,1,0.7243807673627974,0.8590319915434196,0.17207112468972977,0.004088774182688826,3.0042770282450815e-05,1.0935238703326059e-06,-2.1212041279146083e-12,-3.2100236746689817e-08,-5.897907608548055e-12,352.01584760113604,161.27231734832782,194.43252697232023,-72.28759191795186,-72.28759191795186,318.85563797714366,75.04834149811825,74.09453421137081,25.019992006393608,9.760003579622888,8.94427190999916,49.8400726997396,50.79721525411846,nan,nan,0.06518019677248416,-9.935977490935204e-05,nan,0.024233185356336527,0.001082264004814754,0.003420811950687114,0.10689092791724561,0.0011379476218385841,0.005468529788492387,0.0002116266024972673,-0.0009603658729853134,0.0048111594855252205,0.00019451455572139722,0.0005359469382694966,24.64216214354668,208.89444430272835,0.977391874180865,2983.0,84913.0,2997095.0,118285633.0,106759.0,3254597.0,120065737.0,4893237935.0,4771959.0,151824601.0,5702578665.0,234727491007.0,0.6918166779499072,0.06156504187620865,0.1634074603493212,0.09067603126369318,0.015319391839280242,0.0146729061600985,0.03091068808910038,0.008326333598017861,0.018157168909249784,0.02355381301274702,0.012815215284741558,0.0011233609265821347,0.005087174468539594,0.020757989229054932,0.01057486567553869,0.0045604395376877774,0.0062845132363104,0.01336538495748486,0.009161059433023377,0.0035851687247411782,0.001257316670524852,0.004781379808258812,0.004722793522014892,0.009235803079531466,0.003997718591415079,0.008623375553861133,0.011682511922125292,0.0010390169133114296,0.0042042623500974,0.0029234857196749945,245.4656386188401,187.7891384512236,0,5,5
30,6,UT_Progerin_LMN_K9me2_K9me3_2022-09-01_F01_C2_max_proj.tif,UT_Progerin_LMN_K9me2_K9me3_2022-09-01_F01_C2_max_proj.png,\\imaging_storage\shared\users\Amulya\converted_v2\progeria\c2,C:\\Users\\amulya\\documents\\progeria-prediction\\230725_progeria_c2,1190,1666,40,195,6,146,22.683193277310924,171.03697478991597,1190.0,5.719869022868806e-13,77543.5638655462,-24134.194828048727,-5.8406612879480235e-12,-27225.06050420169,63657.26250406008,-3500213.6421405314,174418.3731092437,11929.710356613296,8194016.817280509,-6852194.8827239685,1.18817507032186,1224,0.7823846545250567,38.92499271977894,1,0.7142857142857143,0.8416268149180355,0.17792665558561535,0.006158331858395443,5.304354626542543e-05,3.930013933406351e-06,4.842415049060643e-11,2.225267790553774e-07,-2.957697257036626e-11,152.55900870433857,59.17371144254371,65.16265871054303,22.87820210437117,22.87820210437117,146.57006143633924,49.405911987022535,49.47726750741192,15.524174696260024,6.182612105374371,5.656854249492381,30.35786553761644,30.769780354768532,nan,nan,0.054758536731548756,-0.0004940437515039819,nan,-0.019225379919639636,0.0013031084319178972,-0.0020770821282386598,0.12316811885406659,0.00024420946714523797,0.004862459160993419,-0.00011787327260066505,-0.0032697290775344596,-0.004763781911574577,0.00014417554411871335,-0.000387632691011808,-14.669449211119266,133.29646455628165,0.9722222222222222,1190.0,19853.0,408755.0,9382553.0,29794.0,469834.0,9389244.0,211863982.0,920370.0,14003374.0,271066164.0,5950525030.0,0.6178956614155938,0.0271278336926321,0.1893334643294175,0.0945888617973137,0.006299887477361689,0.007767168663198099,0.011099593822096831,0.019757734439879295,0.029079781930385296,0.004805464474277658,0.010167014156124143,0.006038918602614169,0.025896389845842045,0.025898819722121748,0.006369114863031312,0.01097320786785398,0.0029444815696406754,0.00016055611467064262,0.008224709147193294,0.0049833213392163995,0.005670192857552227,0.0070740532836248045,0.013863883350595959,0.006641204095687408,0.004280215941798587,0.0018295801422444722,0.004412542017005808,0.0035447551357449874,0.004419421657873852,0.0038718129436451595,22.683193277310924,171.03697478991597,0,6,6
30,7,UT_Progerin_LMN_K9me2_K9me3_2022-09-01_F01_C2_max_proj.tif,UT_Progerin_LMN_K9me2_K9me3_2022-09-01_F01_C2_max_proj.png,\\imaging_storage\shared\users\Amulya\converted_v2\progeria\c2,C:\\Users\\amulya\\documents\\progeria-prediction\\230725_progeria_c2,1440,1978,358,220,312,177,334.42291666666665,198.34166666666667,1440.0,-5.115907697472721e-13,187515.44374999995,19371.85591145887,1.3500311979441904e-12,62687.92500000001,55716.68843749995,16447042.72053809,166413.90000000002,21478.9470833337,18116580.138694886,15824096.242098507,1.1293176836327423,1470,0.7270282199118382,42.81897878766651,1,0.7280080889787665,0.8854904288607626,0.17068351839795523,0.0037593179110246744,6.98765827373692e-06,3.328544760124349e-07,4.603486566988417e-13,1.7897485977731644e-08,-2.139334249754771e-13,167.0376925370747,78.74657395598089,130.2190581597222,-43.53328125000001,-43.53328125000001,115.56520833333337,51.69722507633456,51.31276644267,17.804493814764857,6.9732774174786325,6.324555320336759,35.35533905932738,35.49570654735153,nan,nan,0.09042990149980708,0.00024618693409532194,nan,0.030231445312500004,0.0007080746814897921,0.0055080813294840466,0.08025361689814815,0.0002729648699747819,0.006067206032816949,0.00013965297547570725,-0.0004564084733028536,0.00483008340232406,8.246027646552504e-05,0.0007020182341082364,49.77685106562403,142.95331880577405,0.9795918367346939,1440.0,32289.0,911529.0,28867797.0,30732.0,751789.0,22320557.0,730837993.0,822286.0,21135259.0,640295235.0,21189325075.0,0.6963406549254213,0.01798990927169267,0.17539721210213746,0.09343219671471853,0.004796731991375535,0.006821975729642664,0.03499544477201046,0.000589296715210551,0.02491970636594962,0.004112570161199444,0.006834284473102311,0.005954699627701569,0.021357323561771467,0.027467398451925345,0.012574947866171325,0.006794104617059896,0.0019291940239666667,0.00289504960520115,0.003788509832700287,0.003399435586634368,0.007031892318907947,0.006045951637354784,0.007137064167449015,0.010324323162481467,0.003076534146784761,0.0021668746093461894,0.003684281943093641,0.0036902392717008924,0.002915477249161002,0.0015172071235604362,334.42291666666665,198.34166666666667,0,7,7
30,8,UT_Progerin_LMN_K9me2_K9me3_2022-09-01_F01_C2_max_proj.tif,UT_Progerin_LMN_K9me2_K9me3_2022-09-01_F01_C2_max_proj.png,\\imaging_storage\shared\users\Amulya\converted_v2\progeria\c2,C:\\Users\\amulya\\documents\\progeria-prediction\\230725_progeria_c2,969,1680,421,240,381,198,401.3209494324045,218.99793601651186,969.0,-3.339550858072471e-13,94401.18472652219,-87087.05562424814,2.3590018827235326e-12,64415.641898864786,-158920.27890721732,12951816.960251058,104905.99587203303,-125588.61551331762,13012352.240741864,-50732077.16417461,1.3780600568121262,1004,0.8870208184694568,35.1250497344612,1,0.5767857142857142,0.7256577788875946,0.21226353447965912,0.018950709693008667,0.00036271973326401104,8.303121576295963e-05,1.4176088702300168e-08,1.0696530383832684e-05,-2.5828334958429506e-09,169.53871635506897,36.144648555720735,97.42124326782475,-66.47641062834343,-66.47641062834343,108.26212164296494,52.082813496211045,51.73973328110612,12.529964086141668,5.041334928706379,4.47213595499958,24.748737341529164,24.04816784895539,nan,nan,0.10053791874904515,-0.002979505317638704,nan,0.06860310694359488,-0.00543713199040386,0.01423506213105092,0.11172561573061397,-0.004296757366230489,0.01430159514966536,-0.0017912220412925482,-4.8049603517378366e-05,0.015645439976033234,-0.0016865546597766427,0.0032007040969977228,42.66922784202781,129.53910524340094,0.9651394422310757,969.0,19691.0,494541.0,13799099.0,20347.0,477886.0,12843394.0,372815758.0,532151.0,13393416.0,372547996.0,11039775504.0,0.46087751918131215,0.027291744908845582,0.17435847270477464,0.09265211468288373,0.012688423191391893,0.01378854151699326,0.03657684973535024,0.0467068331823066,0.03672321760497325,0.00483710842449197,0.010141248039995283,0.010319364427716598,0.0021519587907476716,0.00212257779925451,0.012929871449055498,0.01791500776428666,0.0041023396498115795,0.01163908785175884,0.006909716804780405,0.007121848217364912,0.01380388702404004,0.011509360468221312,0.008101495937289508,0.0036928111857158484,0.00951274698494636,0.0030531470905650407,0.004435286755832232,0.006266427516934432,0.003099132807568347,0.0048576131946934725,401.3209494324045,218.99793601651186,0,8,8
