ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,AreaShape_Zernike_0_0,AreaShape_Zernike_1_1,AreaShape_Zernike_2_0,AreaShape_Zernike_2_2,AreaShape_Zernike_3_1,AreaShape_Zernike_3_3,AreaShape_Zernike_4_0,AreaShape_Zernike_4_2,AreaShape_Zernike_4_4,AreaShape_Zernike_5_1,AreaShape_Zernike_5_3,AreaShape_Zernike_5_5,AreaShape_Zernike_6_0,AreaShape_Zernike_6_2,AreaShape_Zernike_6_4,AreaShape_Zernike_6_6,AreaShape_Zernike_7_1,AreaShape_Zernike_7_3,AreaShape_Zernike_7_5,AreaShape_Zernike_7_7,AreaShape_Zernike_8_0,AreaShape_Zernike_8_2,AreaShape_Zernike_8_4,AreaShape_Zernike_8_6,AreaShape_Zernike_8_8,AreaShape_Zernike_9_1,AreaShape_Zernike_9_3,AreaShape_Zernike_9_5,AreaShape_Zernike_9_7,AreaShape_Zernike_9_9,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
1,1,1468,1998,210,111,173,57,191.2602179836512,83.70367847411444,1.2082675927054969,1509,0.8175602783399885,43.23327019404407,1,0.7347347347347347,0.8276312350320066,57.02755182687551,55.71355310873648,16.15549442140351,6.67875098436234,6.082762530298219,31.86765083609585,32.838918043417515,-18.655868447599374,149.29646455628165,0.972829688535454,0.6016756587018017,0.0104050165671688,0.1821929745579752,0.104810387440863,0.0018893269227774,0.0116836789899413,0.0013946754922846,0.0277703550618974,0.0310359096673905,0.0023522392320107,0.0002849410149258,0.0076364215226611,0.019808934137363,0.0235191441014666,0.0075777326628013,0.0105822482894934,0.0005267739795288,0.0037436035778517,0.0029825623810155,0.0041218860819255,0.0104577598912847,0.0112047631307583,0.0164334874454485,0.0106325777276249,0.003742766309569,0.0001472154897205,0.00061444903371,0.0028531328374914,0.0046465753115692,0.0019381510861095,191.2602179836512,83.70367847411444,0,1
1,2,1887,2420,198,293,154,238,175.1558028616852,265.28192898781134,1.1117742642650748,1926,0.6656983856551033,49.016354626953365,1,0.7797520661157025,0.899463166347926,56.75773301107156,56.64803615307419,21.18962010041709,8.121247574693854,7.211102550927978,42.05829288023945,42.353807664413296,-18.95828336481279,162.36753236814712,0.9797507788161994,0.7481007980664058,0.0480531851928041,0.1579826093210551,0.0797430086405235,0.0021669419487862,0.0079883764732953,0.049726948438241,0.0085333919894387,0.0194449820262568,0.0218080513187529,0.011377721187073,0.0024940995891281,0.0044733569050486,0.0183767364383119,0.0128169608295912,0.0060128995395045,0.0060937215416814,0.0036623395670629,0.0070386184219163,0.0009532400463778,0.0075090432186442,0.0095484844788706,0.0014513238077845,0.0080506457817845,0.0019595477060426,0.0101225177347263,0.0108719030423431,0.0033877096192891,0.0027296137667884,0.0010553823008828,175.1558028616852,265.28192898781134,0,2
1,3,1670,2013,403,378,370,317,386.1245508982036,347.58862275449104,1.210692315591941,1704,0.8404298852081045,46.111929472835136,1,0.8296075509190264,0.8259736905252202,62.73671293297662,60.40695324215582,17.0,7.024374418097822,6.324555320336759,32.0,33.998298090886074,-3.900512532335872,159.39696961967,0.9800469483568076,0.5827103424795073,0.0134696349976741,0.1755334308478356,0.1111539662504085,0.0015421735682336,0.0059949107011172,0.0089993246961091,0.0321448476898428,0.0345544392379028,0.0028497369570912,0.0049972912506598,0.004451068373238,0.015682406932497,0.0187197097662878,0.0065748220209354,0.0119636190180509,0.0007775670253542,0.0028921423765102,0.0040010971884661,0.0027269772429757,0.0131643351447724,0.0135296368014421,0.0159421883259188,0.0124578280398216,0.0044370832894149,0.0004218504607922,0.0017085216430685,0.0018107682548262,0.0032972720868194,0.0015272637313449,386.1245508982036,347.58862275449104,0,3
1,4,1516,2115,75,406,28,361,50.93535620052771,382.5778364116095,1.1282858651091523,1555,0.7101520714963632,43.93439597648416,1,0.7167848699763594,0.886300210721206,52.39267277796296,51.22499389946279,18.027756377319943,7.184547970066084,6.4031242374328485,35.95869277666941,36.88697319213315,47.58901010933674,146.61017305526644,0.97491961414791,0.7356063833149797,0.0166993392740685,0.1593650115213926,0.0969048151860346,0.0049686455390201,0.008271227002756,0.03990086908829,0.0076597718796884,0.017997003755214,0.0047223526752006,0.004024708497396,0.0036650968434394,0.0145595258442645,0.0246010749759456,0.0201247607497515,0.0030119810894471,0.0019466064106711,0.0032581558359896,0.0063974956847704,0.0022324953872803,0.00811412757853,0.0088021834962357,0.0005626076174646,0.0102860668959663,0.0003251704780916,0.0023624743207196,0.0023833791683699,0.0031885293517917,0.0019419434220093,0.0005010075135017,50.93535620052771,382.5778364116095,0,4
1,5,1713,2296,134,496,93,440,114.20899007589026,467.8505545826036,1.1393908091962095,1749,0.7311780329376127,46.70181302831116,1,0.7460801393728222,0.8776619856232262,56.682243147096464,56.08921464952064,19.235384061671343,7.524633236435892,6.708203932499369,38.155413985938566,38.667872006134665,-13.799586039144806,156.61017305526642,0.9794168096054888,0.6932801462591651,0.0330701980348396,0.1713681713325913,0.0938035181319253,0.007067670292241,0.0102454423176811,0.0328702196974985,0.0063310514380003,0.0232612829229291,0.0140952433001696,0.0102564141801792,0.0025722468252673,0.0145492987236142,0.0266539605249595,0.0149918197515666,0.0101121348907383,0.004166600664851,0.0076661028022657,0.0054395963285783,0.0004709130561988,0.0015365776919789,0.0032699032999923,0.0061067343343713,0.0096806641031808,0.0036366610578722,0.0060384282753359,0.0063539721538108,0.0052405808501881,0.0016663782937552,0.0007819013067669,114.20899007589026,467.8505545826036,0,5
2,1,1420,1960,104,133,69,77,86.28309859154929,104.28591549295774,1.2927538554917584,1480,0.8514681702036864,42.52058505622813,1,0.7244897959183674,0.7735424618939575,58.90905543393727,56.92099788303083,15.297058540778355,6.280384511456566,5.830951894845301,30.55948875457796,30.892279102955435,15.969214269690498,151.88225099390857,0.9594594594594594,0.5580247387419541,0.0469031671066441,0.1691151655630937,0.1043927305889336,0.0301681590907909,0.0186029775807011,0.0099472275173073,0.0335660933723854,0.0331657880666828,0.0043497930719329,0.0070771018231087,0.0048469252244873,0.0048105616552323,0.0156161737477482,0.001234609566923,0.0118407911454524,0.0151067089107101,0.0107007731420791,0.0071736101070983,0.0003980264398081,0.0097008067716752,0.0067683466051092,0.0083830093388991,0.0073725450666788,0.0049163383333145,0.0075708803772115,0.0069809691932378,0.0119079572748936,0.0082355657308531,0.00064819991579,86.28309859154929,104.28591549295774,0,1
2,2,1494,2072,331,230,294,174,311.7904953145917,201.8232931726908,1.242162316242118,1530,0.8492420325488422,43.61444577011535,1,0.721042471042471,0.8050477678515272,60.05888721078628,59.61543424315552,15.811388300841896,6.569868139040833,6.0,31.38223745347369,31.71131824472031,-20.950695112609036,152.71067811865476,0.976470588235294,0.535233505862221,0.0140002612539049,0.1871657441385542,0.097951660757717,0.0076069363843285,0.0030408388272449,0.0143253229135096,0.0412310757986417,0.0343395931254741,0.0022593656019036,0.0036006860774732,0.0019506088255755,0.0134829883254129,0.0167500522759446,0.005880350987884,0.014425734878788,0.0042521811513713,0.0035691137415988,0.0033468289688213,0.001835486374805,0.0162647648010015,0.0134259456549722,0.0166025956036113,0.0040471808164578,0.0066689753867159,0.0029919025754834,0.0023218666381536,0.002589722295398,0.0022688158781118,0.0014161998049413,311.7904953145917,201.8232931726908,0,2
2,3,1620,2072,175,347,138,291,156.19876543209875,319.1481481481481,1.1668652062958187,1667,0.7588202130532031,45.41638539636288,1,0.7818532818532818,0.8569970161116316,56.342661812998834,55.326304774492215,18.027756377319943,7.252681230389128,6.555664084966109,36.0,36.69598404140925,-8.408226442505642,154.12489168102783,0.9718056388722256,0.6738477825779038,0.0165139855990628,0.1754024628431579,0.1008540290113746,0.004142533675947,0.0033903251823284,0.0246407195304704,0.0089064085201984,0.0247669573868171,0.0049981572543859,0.0053474162484839,0.0053466195169114,0.020173586627556,0.0288025990657468,0.0150367671486898,0.0067227735754328,0.0031589142066156,0.0030909892371732,0.0051986268805217,0.0022603694627723,0.0012756437630131,0.0013815563723789,0.0089310897433879,0.0122581297185122,0.0025168693682819,0.0020508711007851,0.0026276304904783,0.0031680614298089,0.0013912075916629,0.0007097643602273,156.19876543209875,319.1481481481481,0,3
2,4,2740,3672,478,477,424,409,451.1485401459854,442.4299270072993,1.156849363614227,2792,0.7428172698855792,59.0650180104463,1,0.7461873638344226,0.8644167784090763,72.24721758798438,70.83078426785913,24.166091947189145,9.42843054426003,8.48528137423857,47.8518547184955,48.36909420564588,-25.41721372870262,199.58073580374355,0.9813753581661891,0.6953710090839836,0.0184903156574068,0.1705218963653558,0.0999746550551107,0.0044888654916692,0.0093000634198933,0.029338020735382,0.0024544589053849,0.0229768451008399,0.0029654804147179,0.0078229300240029,0.0065071385856811,0.0204962644669952,0.0280239145603381,0.0148846662629592,0.0034907427689131,0.0011198910238059,0.0030607781099638,0.0050570920203337,0.0029474540384122,0.0025696514473072,0.0039170681952264,0.0063720184171543,0.0117121110471298,0.0018425462476424,0.0016393043387205,0.0027212323156568,0.004562018521324,0.003735035063614,0.0006373979158205,451.1485401459854,442.4299270072993,0,4
5,1,2550,3328,123,133,59,81,89.96235294117648,107.6113725490196,1.1256648646159728,2593,0.6623621467201749,56.98035485213009,1,0.7662259615384616,0.8883638740391492,66.05069214145595,65.25335240430181,24.413111231467404,9.29565396437168,8.246211251235321,49.01530373260988,49.48410943086622,-72.30173275687221,189.9238815542512,0.9834168916313152,0.7607630236804452,0.0621971240382283,0.143705824120715,0.0803090049982145,0.0080098967557702,0.0096069771646021,0.0441514913751552,0.0067552818130819,0.020039799490506,0.0280920117416903,0.014279049462345,0.0041151513281217,0.00381276730883,0.0137877854604873,0.0134731627455288,0.0017950492718554,0.0067945164122466,0.0050712138026762,0.0019211982530962,0.0033134521684127,0.0019238514538669,0.0055841836277441,0.0055985449290675,0.010353965974082,0.001168774506252,0.010597741293502,0.0098205185095572,0.0039974120370733,0.001559756099511,0.0012268210427529,89.96235294117648,107.6113725490196,0,1
