,ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,AreaShape_Zernike_0_0,AreaShape_Zernike_1_1,AreaShape_Zernike_2_0,AreaShape_Zernike_2_2,AreaShape_Zernike_3_1,AreaShape_Zernike_3_3,AreaShape_Zernike_4_0,AreaShape_Zernike_4_2,AreaShape_Zernike_4_4,AreaShape_Zernike_5_1,AreaShape_Zernike_5_3,AreaShape_Zernike_5_5,AreaShape_Zernike_6_0,AreaShape_Zernike_6_2,AreaShape_Zernike_6_4,AreaShape_Zernike_6_6,AreaShape_Zernike_7_1,AreaShape_Zernike_7_3,AreaShape_Zernike_7_5,AreaShape_Zernike_7_7,AreaShape_Zernike_8_0,AreaShape_Zernike_8_2,AreaShape_Zernike_8_4,AreaShape_Zernike_8_6,AreaShape_Zernike_8_8,AreaShape_Zernike_9_1,AreaShape_Zernike_9_3,AreaShape_Zernike_9_5,AreaShape_Zernike_9_7,AreaShape_Zernike_9_9,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
10,95,1,2102,2679,212,78,155,31,183.13986679353,54.372026641294006,1.1095437849245655,2147,0.5637470123967742,51.733446850498105,1,0.7846211272863008,0.9012713275375488,56.98994449564603,56.462376853972415,23.53720459187964,8.64907800521695,7.615773105863909,46.0,47.07070332869128,85.02969112896399,171.1959594928933,0.9790405216581276,0.8290489769393997,0.0389409225640473,0.1239891082369372,0.0643050476593165,0.0084769315418467,0.0085771742237359,0.0602814958613247,0.0218449554221304,0.0102843474568772,0.0142252246267236,0.0057023732363094,0.0077908122110153,0.0137559724301676,0.007624097172682,0.0100244410946543,0.0038142336893331,0.0142940293092919,0.0053259097045485,0.0049430176735009,0.0059708393594219,0.0035875390420375,0.0119512871666826,0.0044016919759285,0.0026713826356849,0.0057678126516645,0.001189722640672,0.0022132831500324,0.0042489958602641,0.0052353672048547,0.0041762234695778,183.13986679353,54.372026641294006,0,1
11,95,2,1179,1540,148,157,104,122,125.5843935538592,139.31297709923663,1.0996317479613285,1203,0.6852957208789475,38.7446696107059,1,0.7655844155844156,0.9093953515383296,45.40807191030478,44.94441010848846,16.55294535724685,6.449155570463081,5.830951894845301,32.86807485733818,33.069105272334376,69.83740115375416,127.63961030678928,0.9800498753117208,0.7406646165629838,0.0246826655813413,0.1632927150926653,0.0862414983250096,0.0019595851015976,0.010245171771005,0.0490329515788886,0.0086643505120009,0.0184253129712651,0.0092971782916173,0.0085903255606185,0.0059878004610168,0.0105253823300362,0.0236064797053252,0.0149015872623439,0.003197569080731,0.0017006527309424,0.0021728599941988,0.0051692193004736,0.0016004537541503,0.0110105860979421,0.012734072300104,0.0023523458783464,0.0079223741777548,0.0002707284842851,0.0050635526375196,0.0067146256991766,0.002754844778508,0.0050403509306814,0.0003726859397749,125.5843935538592,139.31297709923663,0,2
12,95,3,1561,2107,479,354,430,311,453.6034593209481,332.9186418962204,1.1221863458391206,1599,0.6518861736710098,44.581688273680136,1,0.7408637873754153,0.891117597097695,51.37459044127363,49.92995093127971,19.4164878389476,7.325063750046945,6.4031242374328485,38.43587248820706,38.95821663085469,58.746239371463496,148.36753236814715,0.9762351469668544,0.7906801767187825,0.0382723993451695,0.1332954356422545,0.0879445114770426,0.0107221333765308,0.0193460923054682,0.0438777985439737,0.0182808828471925,0.0048225552933718,0.0093459081504423,0.0125646878374455,0.0087699539740179,0.0029420273627056,0.0156164581918141,0.0151138741517052,0.0032234631461234,0.0033434130256299,0.0089806560888569,0.0106545554335021,0.0028697088158747,0.0061905242467778,0.0114616078114816,0.0074339134033967,0.0029385118037024,0.0012119601511647,0.0051116643227158,0.0040981325506277,0.0053470625898128,0.0057540043709131,0.0003482082827323,453.6034593209481,332.9186418962204,0,3
13,96,1,1327,1764,439,87,397,45,419.59306706857575,67.86435568952524,1.1733955527789446,1364,0.6384199346150983,41.104608936998304,1,0.7522675736961452,0.8522275354050106,47.62861559704709,48.27007354458868,17.029386365926403,6.52253788725879,5.830951894845301,36.076138996268,36.65918532155472,-44.090785335340485,139.88225099390857,0.9728739002932552,0.7240023288493886,0.1134799043982872,0.1280747832118994,0.057650253854232,0.0123819309305103,0.026188858439864,0.0174105467723249,0.0222415437181653,0.041503785516051,0.0253725876388947,0.0112472003860539,0.0057041703299062,0.0057497259347624,0.0087308398055667,0.0090559196605145,0.0044188074181291,0.0043104597374485,0.0070177984997108,0.0133023407751909,0.0055765918115464,0.0084299187573321,0.0089072346801899,0.0104924827847438,0.0069187125525876,0.0031095137633056,0.00335024028664,0.0030641017142585,0.0066556589233915,0.0040390842941633,0.0022556905837192,419.59306706857575,67.86435568952524,0,1
14,96,2,4988,11952,194,139,50,56,100.87830793905373,106.6018444266239,4.131048026145496,7954,0.8234096775864713,79.69265241626101,1,0.4173360107095047,0.242069323249446,134.16045267018146,144.00694427700353,20.0,7.177528318793898,6.082762530298219,81.69704880706392,76.12899426869228,76.74908468254011,508.85995641732217,0.6271058586874528,0.3025812586204583,0.0831999401343353,0.0853138245877259,0.0666729691158319,0.0334198691172885,0.0168089463618809,0.0250833957552546,0.0413169915512103,0.0005700690759628,0.0299838455663679,0.0063233270890164,0.0200469369463045,0.0323825237975065,0.0124549293678455,0.0091834656016036,0.0146361782580099,0.0179662097781928,0.0072006013579711,0.0132271286219771,0.0142180450624673,0.0106152722056666,0.0053410776785976,0.0061621824492078,0.0112242279710269,0.0081953247241974,0.0096198565389437,0.0061513662708774,0.0034225828417043,0.0091286074320617,0.0050125108444551,100.87830793905373,106.6018444266239,0,2
15,96,3,1431,2070,293,137,247,92,270.48497554157933,114.69112508735152,1.172356145156882,1475,0.7682603320797772,42.684959745981,1,0.691304347826087,0.8529831179126733,53.55710472383419,52.80151512977634,16.76305461424021,6.758685968722745,6.082762530298219,33.70793258420225,34.28391293425928,-50.97038451784859,145.19595949289334,0.9701694915254238,0.6526037695217172,0.0760842210768232,0.1627799262546442,0.0900435993160182,0.0280515477534068,0.0161330119873007,0.021973860681489,0.0172832709671605,0.0227956767995672,0.02350230334863,0.0120806448026239,0.0026801932671531,0.0010328055654166,0.0139618973701293,0.0071673984044718,0.009965013910562,0.0121592068653717,0.0181506871406341,0.0119191483118175,0.0011129534439023,0.0002102289137784,0.0045375690457161,0.0070436757007085,0.0047887454233497,0.0046729776114247,0.0060954250979541,0.0041920029884556,0.0033508925079988,0.0061093762573125,0.0004398661992742,270.48497554157933,114.69112508735152,0,3
16,100,1,1847,2401,152,65,103,16,126.28045479155386,39.77260422306443,1.091911203858261,1884,0.4769013658852261,48.49405570918817,1,0.7692628071636818,0.9158253862278422,51.76401145898803,51.85556864985669,22.47220505424423,8.219265214219648,7.211102550927978,44.54772721475249,45.49833077853438,41.13358994558328,159.19595949289334,0.9803609341825902,0.8730786387335238,0.059726796357078,0.0951426056927504,0.0453232335005888,0.026837594534929,0.0028497091980436,0.0511917254499454,0.0163840280327609,0.0064096350436447,0.0031790414546733,0.0106588075558938,0.0078428913484546,0.0177263177763906,0.0035142404788996,0.0087352854535103,0.0093549799300867,0.0153463559079929,0.0104412086301986,0.0033541337019513,0.0019598225218133,0.003740951751103,0.0056393315017959,0.0046201079644427,0.0079649369328398,0.0032159274394609,0.0115819946294643,0.0020016722661741,0.0018115339318242,0.0005083001657098,0.0003400142114916,126.28045479155386,39.77260422306443,0,1
17,100,2,1453,1960,462,112,422,63,440.86785960082585,87.70130763936683,1.146900333352148,1492,0.6929030327724955,43.01182463579279,1,0.7413265306122448,0.8719153451435582,50.76812975082723,49.64876634922564,17.88854381999832,7.016842436802495,6.324555320336759,35.32987404449668,36.605384245035744,24.528845964560663,144.71067811865476,0.9738605898123324,0.747295864062676,0.070285106606875,0.1430632231146857,0.0869385895979631,0.0099764788131178,0.0091950824092794,0.034895291709003,0.0052029471998377,0.0140960182879875,0.0272693296373197,0.0172578615061508,0.0081540470738308,0.0017527845025706,0.014158116034708,0.0119284851350934,0.0061285949701635,0.0032396631170482,0.0058685492711435,0.0085967240384952,0.0044468588396764,0.0013404843866819,0.003130367165302,0.00362506885793,0.0052573809069613,0.0018326624873274,0.0106396041762892,0.0124146950504308,0.0070067575228847,0.0034902245487058,0.0047980913710187,440.86785960082585,87.70130763936683,0,2
18,100,3,2841,3780,160,355,100,292,130.00492784230906,323.0513903555086,1.105360464888567,2901,0.3986065157495091,60.14377396366641,1,0.7515873015873016,0.9046822568426228,62.866584920252656,63.69458375717672,28.16025568065745,10.076163039461129,8.94427190999916,57.5534534150645,57.65633093029661,10.65154184736748,198.65180361560903,0.9793174767321612,0.890592385944702,0.0330726649944115,0.0904671467914546,0.0329659656600917,0.0183733593731491,0.0124242973702668,0.060514769513334,0.0197111896674758,0.0139426306292941,0.0024787634369765,0.0073336156399649,0.0038506535891618,0.0307312640029346,0.0076878512282695,0.004591660618354,0.0061457813396569,0.0078104994846916,0.0051540203045181,0.0067743791714203,0.0030822415966476,0.0095420735777482,0.0030443813148118,0.0002334298131886,0.0045911865730282,0.0005371179802492,0.0098565315813916,0.0031044144730019,0.0081464705633885,0.0013444758607407,0.0013735480299612,130.00492784230906,323.0513903555086,0,3
19,108,1,1062,1480,228,39,188,2,207.44256120527308,20.1271186440678,1.1238572091237895,1090,0.7101883481390263,36.772005609005646,1,0.7175675675675676,0.889792752924231,43.853012825433645,43.56604182158393,15.264337522473747,6.055285218755,5.385164807134504,29.953810596162374,30.87303524399179,-52.19610424907467,122.46803743153546,0.9743119266055046,0.7123481034766026,0.0304906960281869,0.1700487675086927,0.0901407461175556,0.0058434258495262,0.0112812230657249,0.0404247504140984,0.0047192255996994,0.0181825701427269,0.0113089093947197,0.0071155143447496,0.0048695747838087,0.0145324963882713,0.0269206621984827,0.0158568648313235,0.0074236910224384,0.0005343163716354,0.0056355090317202,0.0078736530036939,0.0038191362601322,0.0065883877230112,0.0072797141599447,0.0052738238089609,0.0082789159397583,0.0047242396668222,0.0063722014029799,0.0049450941968337,0.0031847509772079,0.0046131668057575,0.0025559787163631,207.44256120527308,20.1271186440678,0,1
20,108,2,1954,2754,103,271,49,220,76.43142272262027,246.02661207778917,1.1644730529087777,2008,0.6986857496365295,49.8789541832275,1,0.7095134350036311,0.8587575277092634,59.26889121993683,59.033888572581766,20.808652046684813,7.988312662212882,7.071067811865476,42.42640687119285,42.40266573259292,-51.04104524661916,169.09545442950497,0.9731075697211156,0.7138909814670037,0.0601693803356871,0.1597995578113126,0.0868744796251883,0.0102190595383179,0.021198969742639,0.0318185222340192,0.0104682844375125,0.0136216300273051,0.017998829614851,0.0135341349480288,0.0094500543790046,0.0108293676326417,0.0211311726462708,0.0154945979337578,0.0095992428097349,0.0065362432298483,0.008586598487119,0.0093857881026237,0.0045490221672171,0.0009526463072327,0.006707233744292,0.0083555854916354,0.0050810390452428,0.0053333939966876,0.0068844073302494,0.0056629921007519,0.0075788507932998,0.0013752947190519,0.0033867716651855,76.43142272262027,246.02661207778917,0,2
21,108,3,1973,2538,410,292,356,245,382.295489102889,267.59604662949823,1.108501969110441,2024,0.5135612683987432,50.12087012176141,1,0.7773837667454688,0.9021183794580786,54.2146221504208,53.60037313302959,23.0,8.386173909014198,7.280109889280518,45.9016232435569,46.51901516131379,-85.23916650949849,165.7817459305202,0.974802371541502,0.8647530684953293,0.0271543782766366,0.1034854742864837,0.0570449585972649,0.0097631437740421,0.0218096120462496,0.0570894733404712,0.0252022937032925,0.0055644262129425,0.0051503915584139,0.006958223051817,0.0118103513742671,0.0177067799903979,0.003960760876556,0.0075243851819659,0.0080474329150748,0.0089608064464379,0.0053942708361334,0.0112633202032878,0.0076995090656357,0.0026848623381601,0.0091741692215696,0.006241407392862,0.0037939585680118,0.0029964790111385,0.0038815702794804,0.003577807038145,0.0053298890582308,0.005843676629467,0.0044540440439889,382.295489102889,267.59604662949823,0,3
22,110,1,1536,1968,182,177,134,136,157.3046875,155.693359375,1.093727203356315,1568,0.5872973432704721,44.223251132330944,1,0.7804878048780488,0.9143047708160728,49.19332711406067,48.27007354458868,19.6468827043885,7.4389194860594,6.708203932499369,38.74061972191922,39.81566496979277,-71.85067837698756,145.29646455628165,0.979591836734694,0.8375030526594313,0.0387702512419525,0.1158003758298605,0.0729074001589546,0.011939777384942,0.0070412586972329,0.0530735007716344,0.0252769937860531,0.0035724042120765,0.010444977386878,0.010973894244603,0.0102871740461568,0.0086955331037535,0.006288304870073,0.0120119748434705,0.0016376181206894,0.0108303706468768,0.00610209865502,0.0043084711858015,0.0020498090335415,0.0054810849325222,0.0120361400123596,0.0086397057784991,0.0034412620189738,0.0012547448329697,0.0028418018288065,0.0029601128437887,0.0077868906880536,0.0050976300152897,0.000590023700345,157.3046875,155.693359375,0,1
23,110,2,1622,2080,67,239,15,199,40.4901356350185,218.6701602959309,1.1230441902702877,1654,0.6985656284959083,45.444411554782334,1,0.7798076923076923,0.8904369112664445,53.755430831192406,53.31041174104736,19.0,7.467469149727981,6.708203932499369,37.94733192202055,38.46448292987588,70.90617617059488,151.29646455628168,0.9806529625151148,0.7266694375652475,0.0046466677027693,0.1680355802189677,0.090113517975158,0.0039071472859503,0.0065884780454946,0.0460939854785249,0.0047703293810579,0.0197873516329586,0.0036632420169343,0.0035477480512725,0.0009405329640365,0.0130277213608245,0.0262914292648072,0.0179232567494132,0.0062237487450056,0.0028825858127084,0.0008701261739209,0.0032087627940733,0.0004504637619861,0.01008119097418,0.0101898163998186,0.0025201159633768,0.0110971848757955,0.0033637623402735,0.0032831316541342,0.0018482750076733,0.002024688743576,0.0006998145570163,0.0012726813386442,40.4901356350185,218.6701602959309,0,2
24,110,3,1612,2205,358,361,309,316,332.712158808933,337.3399503722084,1.1024291294888204,1649,0.5116227632365322,45.30410738678208,1,0.7310657596371882,0.9070877875511916,48.97086216270797,49.24428900898052,20.591260281974,7.607399473395837,6.708203932499369,41.01219330881976,42.07626371313384,59.80823563679422,149.4386001800126,0.9775621588841722,0.8463761427270443,0.0305212528000539,0.1167176755561956,0.0537582336376462,0.0146288560122448,0.0196709894964809,0.0619982799905264,0.0242792593574952,0.0162493595993926,0.0014813358525136,0.0096415721393264,0.0112458206718902,0.0148263034002932,0.0020230608024938,0.0046767882504661,0.0103771139783329,0.0079644406803003,0.0027500972219847,0.0035333902419321,0.0079689748885819,0.0089349822014746,0.010861159841504,0.0013879665975127,0.0091297677348351,0.0029345188487958,0.006249652119113,0.0043095043258408,0.0054286502190026,0.0031371790364065,0.0019764963612896,332.712158808933,337.3399503722084,0,3
25,122,1,2029,2958,433,275,382,217,405.7313947757516,245.8137013307048,1.197716225275557,2097,0.7362837882622724,50.82718796340838,1,0.6859364435429344,0.8349223120609652,62.30652484232672,61.554853586049575,19.79898987322333,7.871993386665232,7.071067811865476,40.68755956835513,42.16113545199163,-35.32968871155924,174.75230867899737,0.9675727229375298,0.6795130916271067,0.0531593908383689,0.1656674708573035,0.0904103504553772,0.0135114557277683,0.0189004665551527,0.0272219753324028,0.0170384017936841,0.0110560893878103,0.0160783026080028,0.0107813193836703,0.0165861150557363,0.0070974529976897,0.023464662884761,0.0115841442496725,0.0148566477338764,0.0082225072193046,0.0118995556420935,0.0083407710697366,0.0096224050335577,0.0016018009582244,0.0030882042323881,0.008970569904224,0.0059470776631147,0.0095265715659392,0.0043772020444501,0.0049024025592513,0.0053537687641371,0.0032009851764433,0.0029348525432192,405.7313947757516,245.8137013307048,0,1
26,122,2,997,1517,286,410,245,373,265.07723169508523,390.69809428284856,1.1904286232668444,1025,0.8097961068858786,35.6289183964509,1,0.6572181938035596,0.8400335647640436,46.81141847810112,44.82186966202994,13.601470508735444,5.540799993234572,5.0,26.87005768508881,27.464792806746157,51.231761663338,122.12489168102783,0.9726829268292684,0.6318665137386547,0.0452767012561752,0.1621521301551843,0.1125164810120725,0.0119600699713853,0.0194503624347714,0.0002257570387424,0.0217885368641962,0.0238098081058631,0.007606817655568,0.0127628394641326,0.0123355575168028,0.0144598896524899,0.0192940539171399,0.0132695742503905,0.0071282040642842,0.008364712783723,0.0093161491155311,0.0088070186105719,0.0054345844301439,0.0086385808655957,0.0085762665783159,0.0105674632171469,0.0100837218428794,0.0062218590110654,0.0025948187314635,0.0046031174649305,0.0049711973540863,0.0056754077197804,0.0022027338266587,265.07723169508523,390.69809428284856,0,2
