ImageNumber,ObjectNumber,FileName_DNA,PathName_DNA,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_CentralMoment_0_0,AreaShape_CentralMoment_0_1,AreaShape_CentralMoment_0_2,AreaShape_CentralMoment_0_3,AreaShape_CentralMoment_1_0,AreaShape_CentralMoment_1_1,AreaShape_CentralMoment_1_2,AreaShape_CentralMoment_1_3,AreaShape_CentralMoment_2_0,AreaShape_CentralMoment_2_1,AreaShape_CentralMoment_2_2,AreaShape_CentralMoment_2_3,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_HuMoment_0,AreaShape_HuMoment_1,AreaShape_HuMoment_2,AreaShape_HuMoment_3,AreaShape_HuMoment_4,AreaShape_HuMoment_5,AreaShape_HuMoment_6,AreaShape_InertiaTensorEigenvalues_0,AreaShape_InertiaTensorEigenvalues_1,AreaShape_InertiaTensor_0_0,AreaShape_InertiaTensor_0_1,AreaShape_InertiaTensor_1_0,AreaShape_InertiaTensor_1_1,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_NormalizedMoment_0_0,AreaShape_NormalizedMoment_0_1,AreaShape_NormalizedMoment_0_2,AreaShape_NormalizedMoment_0_3,AreaShape_NormalizedMoment_1_0,AreaShape_NormalizedMoment_1_1,AreaShape_NormalizedMoment_1_2,AreaShape_NormalizedMoment_1_3,AreaShape_NormalizedMoment_2_0,AreaShape_NormalizedMoment_2_1,AreaShape_NormalizedMoment_2_2,AreaShape_NormalizedMoment_2_3,AreaShape_NormalizedMoment_3_0,AreaShape_NormalizedMoment_3_1,AreaShape_NormalizedMoment_3_2,AreaShape_NormalizedMoment_3_3,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,AreaShape_SpatialMoment_0_0,AreaShape_SpatialMoment_0_1,AreaShape_SpatialMoment_0_2,AreaShape_SpatialMoment_0_3,AreaShape_SpatialMoment_1_0,AreaShape_SpatialMoment_1_1,AreaShape_SpatialMoment_1_2,AreaShape_SpatialMoment_1_3,AreaShape_SpatialMoment_2_0,AreaShape_SpatialMoment_2_1,AreaShape_SpatialMoment_2_2,AreaShape_SpatialMoment_2_3,AreaShape_Zernike_0_0,AreaShape_Zernike_1_1,AreaShape_Zernike_2_0,AreaShape_Zernike_2_2,AreaShape_Zernike_3_1,AreaShape_Zernike_3_3,AreaShape_Zernike_4_0,AreaShape_Zernike_4_2,AreaShape_Zernike_4_4,AreaShape_Zernike_5_1,AreaShape_Zernike_5_3,AreaShape_Zernike_5_5,AreaShape_Zernike_6_0,AreaShape_Zernike_6_2,AreaShape_Zernike_6_4,AreaShape_Zernike_6_6,AreaShape_Zernike_7_1,AreaShape_Zernike_7_3,AreaShape_Zernike_7_5,AreaShape_Zernike_7_7,AreaShape_Zernike_8_0,AreaShape_Zernike_8_2,AreaShape_Zernike_8_4,AreaShape_Zernike_8_6,AreaShape_Zernike_8_8,AreaShape_Zernike_9_1,AreaShape_Zernike_9_3,AreaShape_Zernike_9_5,AreaShape_Zernike_9_7,AreaShape_Zernike_9_9,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,Parent_IdentifyPrimaryObjects
1,1,NP_LMNA_K9me2_Pol2_Well2_40X_F00_C2_max_proj.tif,\\imaging_storage\shared\users\Amulya\converted_v2\normal\c2,19324,26082,381,279,255,72,319.05568205340506,176.34506313392671,19324.0,1.4068746168049984e-11,18606698.08611054,-40889572.8056982,-4.3166892282897606e-10,-8534494.287932092,-19560582.89424443,-17060667017.838306,51931389.119023,146027493.19084403,39879169989.99195,200014935635.6667,1.2756004247375852,19618,0.832763672350845,156.8568805072391,1,0.7408941032129438,0.7839445492546921,0.1888989835457656,0.010053664737678455,8.52205962150414e-05,7.3088037542561835e-06,9.848878307021171e-11,2.516142538856766e-07,1.5353276280069648e-10,2793.9310535939526,856.3529044444215,962.8802569918515,441.65257130677355,441.65257130677355,2687.4037010465227,211.4305958405813,211.51832071950648,57.0,22.943253678527398,21.0,116.10204323504463,117.05403227189888,nan,nan,0.049828206219822584,-0.0007877166064291662,nan,-0.02285513202788106,-0.0003768245770247665,-0.002364312728263522,0.139070777325943,0.0028131446109317133,0.005526561716569354,0.00019939893111138842,-0.0014138303737775968,-0.00628595654249552,-0.000248382051484735,-0.0005115413024647937,-13.56081813066116,556.5584412271571,0.9850137628708329,19324.0,1237812.0,97895590.0,8613608688.0,2016364.0,120625077.0,9101995231.0,772913546937.0,262329018.0,15168626973.0,1105288116151.0,90825435173265.0,0.5499347555311195,0.041897398078141294,0.18460251759087004,0.09309023065503895,0.026763329750856678,0.011438226852187535,0.002948378783631915,0.038071605264870585,0.029641238775375615,0.004192762448396591,0.006291027879901375,0.005794501962796316,0.012069834954730555,0.015507944873725752,0.003063342971586206,0.012552334117312415,0.01335217465053323,0.01334127415152057,0.0054228666557468485,0.003637355935349504,0.006334380983786416,0.007587404754488767,0.015422832224987857,0.0034765972559793507,0.006282343487064489,0.00700024867349199,0.007204146013913522,0.007880803299485815,0.0036224477217855437,0.0022734473528642205,319.05568205340506,176.34506313392671,0,1,1
1,2,NP_LMNA_K9me2_Pol2_Well2_40X_F00_C2_max_proj.tif,\\imaging_storage\shared\users\Amulya\converted_v2\normal\c2,12611,18816,198,458,70,311,131.00182380461501,387.29093648402187,12611.0,-1.8258106138091534e-10,12790684.958052497,33943559.86915602,-2.2185986381373368e-10,5628067.308460873,22229852.087606758,10881034414.508673,15246803.554040125,-22417257.366623282,13819551140.17832,15999862175.246555,1.3328391525925776,13070,0.7632029408008063,126.715523510954,1,0.6702274659863946,0.7502780797329114,0.17629502519155626,0.005247846047074969,7.523881072215071e-05,2.940967397688763e-06,-1.2867637441126874e-11,-1.1259672548872662e-07,4.181261083891287e-11,1568.4114291155124,654.8451335752035,1014.2482719889379,-446.28239699158456,-446.28239699158456,1209.008290701778,158.41269793122078,160.12495120998477,50.59644256269407,18.514833176855138,16.64331697709324,105.11568718468091,102.35976815723673,nan,nan,0.08042568170556959,0.0019005687025004543,nan,0.03538834327107958,0.0012446944663959988,0.005425273125276568,0.09586934348598669,-0.0012551876677383196,0.006890414692947191,7.103835590739932e-05,-0.0028335464789063266,0.007208158324074913,-6.0682322192338184e-05,0.000884171767974796,38.845421953410586,459.58787847867995,0.9648814078041316,12611.0,769294.0,59719022.0,5237423038.0,962105.0,64318227.0,5264894707.0,477346999533.0,88646695.0,6243933863.0,523565766739.0,48106928992565.0,0.626241181694818,0.02689941935229644,0.18951695933144966,0.08883739707171842,0.015739313082788312,0.005714295686828336,0.017303323472500104,0.016746427340143966,0.030300167712089227,0.008913506198730804,0.007249094049812041,0.004801707463590519,0.023598908940396873,0.02610637613376062,0.006774100549962036,0.01284550141746284,0.011925138963369462,0.001596753663230038,0.005858320988646355,0.002350566612487796,0.0017699017242349359,0.0032185159520480636,0.011110188684215117,0.006773736250304926,0.006653349334908339,0.0046550936113531425,0.0034237827632951487,0.0012956340755883517,0.00271854680243006,0.00154987218162017,131.00182380461501,387.29093648402187,0,2,2
2,1,NP_LMNA_K9me2_Pol2_Well2_40X_F01_C2_max_proj.tif,\\imaging_storage\shared\users\Amulya\converted_v2\normal\c2,16227,26226,509,186,368,0,438.8300979848401,90.14820977383373,16227.0,1.4298962014436256e-10,19660426.580144204,-13581901.12991217,2.1513386627702857e-09,-17228563.385653514,32303363.923617337,-41551978482.97,39470782.555493936,-38427474.97750738,50969283332.24505,-122248217865.09557,1.6640594044737291,17987,0.8966306535161062,143.7388538023644,1,0.6187371310912835,0.6009400850183334,0.22456407854182478,0.022784196208978976,3.9352472140116864e-05,5.09229492911311e-06,-1.4129453269660548e-11,-6.43977462320092e-07,-7.06886080146541e-11,3046.6876191726433,597.3136833255473,1211.587266909731,1061.722030298485,1061.722030298485,2432.4140355884597,220.78723220956934,216.33307652783935,45.65084884205331,17.95375399996726,16.76305461424021,106.09085654957111,97.76000681878432,nan,nan,0.07466489597027984,-0.00040491603383621823,nan,-0.06542934801864084,0.0009630573713065819,-0.00972471760849869,0.14989918257154494,-0.0011456349600399004,0.011928719286297964,-0.0002245994612247891,-0.0026025958870185156,-0.01699449435799755,0.0002839028678298817,-0.0023948586868061694,-30.052106140315637,582.5168106668145,0.9021515539000389,16227.0,1149360.0,101069708.0,9930295302.0,1462835.0,86384183.0,6702954937.0,601208434151.0,171342739.0,8991547225.0,630702325727.0,51850921448101.0,0.4414713267610574,0.008876880653576537,0.16611911415424468,0.09235427736739422,0.0014067048578717282,0.010088146769915075,0.02177208481360193,0.06522424882101127,0.027929079726359197,0.0062243510190907875,0.006349157416709572,0.005849613273982426,0.009209592115035877,0.011625924830174338,0.01315459560215903,0.012449366373405251,0.0009461795712964732,0.006662938680432985,0.003684380629406378,0.0017123224346202452,0.0002626714822985925,0.00854699341441852,0.012343712967924312,0.0014679325227541183,0.008500813885812567,0.0039047662541357034,0.006774252651527935,0.0004026967348934741,0.0029660879130647597,0.00013240428334480246,438.8300979848401,90.14820977383373,0,1,1
2,2,NP_LMNA_K9me2_Pol2_Well2_40X_F01_C2_max_proj.tif,\\imaging_storage\shared\users\Amulya\converted_v2\normal\c2,14577,21600,191,474,56,314,123.2251492076559,393.0412979351033,14577.0,-3.979039320256561e-11,16886729.060300473,10499594.624832412,3.7118752516107634e-10,8772299.460176978,4434270.896919868,19555354445.822178,21550255.138643075,-8649135.174388248,23263787741.102863,19137417069.90736,1.3541192853220103,14970,0.8009882265541041,136.2351380650545,1,0.6748611111111111,0.7384873776184344,0.18088934976439902,0.0072990066484363994,3.3654071180932242e-06,2.2542929934184733e-07,4.428367595923059e-14,-8.7044079853867e-10,1.9129268000121475e-13,1941.0993681476707,695.7246833679735,1158.4502339507767,-601.7904548382369,-601.7904548382369,1478.3738175648675,176.2316370302527,176.70880000724355,52.40229002629561,20.49523836708633,18.601075237738275,107.29131064241184,105.50637390171067,nan,nan,0.07947110063461459,0.00040926268336627614,nan,0.041283560049271924,0.00017284301641077646,0.006313369832367388,0.10141824912978442,-0.000337133803422842,0.007510623042818593,5.117346017749715e-05,-0.0006421262187736493,0.008550501877066045,3.293517842215063e-05,0.001105733063727517,37.55721439747502,498.04372260139564,0.9737474949899799,14577.0,979941.0,82763409.0,7844707875.0,1152185.0,86228108.0,7725599820.0,759437401928.0,112620453.0,8949025492.0,823707527876.0,82184504946952.0,0.5943768924487436,0.003597321036196323,0.19280454938366806,0.09484242241437622,0.00357310639749918,0.004020061309965763,0.006471826806440043,0.02854478393531519,0.03032772910616784,0.00047328317486791975,0.0019372569448357453,0.0032822376452160415,0.022381292905513123,0.026840149034656535,0.001390730728567857,0.01143835513302859,0.002091068554268563,0.0012927453226905415,0.0019120985031973847,0.0029139132106427677,0.0106007992505399,0.009259236125216152,0.017243631060369212,0.006588129308622404,0.004521393058524234,0.000764602437584209,0.0010614737938478887,0.0001748137617487954,0.0022996574010763597,0.001861762327582344,123.2251492076559,393.0412979351033,0,2,2
3,1,NP_LMNA_K9me2_Pol2_Well2_40X_F02_C2_max_proj.tif,\\imaging_storage\shared\users\Amulya\converted_v2\normal\c2,574,960,30,112,0,80,13.85540069686411,96.95644599303135,574.0,7.709388682997087e-13,26062.998257839725,46282.80960069936,-1.9397816686250735e-12,-171.61498257839372,6162.039917930256,-397564.8537005576,36585.91114982579,-20566.494336461503,1084456.8484949842,1737242.585157186,2.312576872361906,735,0.5364260905184057,27.034043328329254,1,0.5979166666666667,0.43241805794705074,0.19014711058670591,0.0010211420931284137,0.0003196238296586495,8.097267330940347e-05,-5.2148231672035235e-09,1.965113110929142e-06,1.1937125638764635e-08,63.74339585768607,45.40104561908313,45.405920309825305,0.29898080588570336,0.29898080588570336,63.73852116694389,31.93578453276163,32.64965543462902,9.219544457292887,3.3153164376786277,3.0,26.879360111431225,26.952119209912418,nan,nan,0.07910439078366778,0.0058632712193346145,nan,-0.0005208724841214344,0.0007806291712818913,-0.0021021916508104834,0.11104271980303813,-0.002605436778059406,0.005734249673607926,0.00038341477393351943,-0.009168667563101788,0.0015296020762516763,0.00022569207741513061,-2.365334119387124e-05,-0.9340882608629368,129.1543289325507,0.780952380952381,574.0,7953.0,136255.0,2656377.0,9733.0,134683.0,2311807.0,44802445.0,201623.0,2767181.0,46761897.0,887898623.0,0.6475225167631825,0.046900165261342316,0.14112356671134843,0.04417991837557165,0.03201744650452649,0.024713014390146934,0.01422580707436472,0.013815585109353285,0.03348842855738478,0.014803693274621341,0.016732375982865397,0.0419502455517578,0.006722017889913033,0.01594934614230633,0.028663473688223574,0.0204618337557042,0.011253747030152259,0.010278853978585939,0.01530014042868899,0.007325350858738196,0.0035984499485170753,0.008790978175896896,0.0008871126808260627,0.016295125872038695,0.011067319224972061,0.0031245897087890154,0.003731741016092282,0.0051709069679730674,0.001486025204156581,0.0026245971087211968,13.85540069686411,96.95644599303135,0,1,1
3,2,NP_LMNA_K9me2_Pol2_Well2_40X_F02_C2_max_proj.tif,\\imaging_storage\shared\users\Amulya\converted_v2\normal\c2,15199,20250,491,174,329,49,408.5120731627081,109.11915257582736,15199.0,-2.594333636807278e-10,24364283.534574635,13076616.970117345,-5.762785804108717e-10,-2243214.3644976695,-29610311.27128322,-7310858576.090457,14115785.214685166,-1644954.7375346778,15014012797.976742,11618053739.286882,1.1499764441750675,15370,0.6711889612901141,139.11135050897082,1,0.7505679012345678,0.8695830293440031,0.16657346094139092,0.0023453338061299425,1.4604797642592836e-05,3.130972459567321e-07,4.1204674198931874e-13,6.483478241534625e-09,-5.277128843253091e-13,1633.9085158388577,897.8415170093427,1603.0188521991338,147.58960224341533,147.58960224341533,928.7311806490667,161.6865370196966,163.47782724271815,60.40695324215582,22.31888051297494,20.0,120.9392825640788,119.85601475165727,nan,nan,0.10546870532266162,0.00045915346431135137,nan,-0.00971048110029708,-0.0010396937549379901,-0.002082204294364764,0.06110475561872931,-5.7758567686152804e-05,0.004276138239882688,2.683989598711861e-05,0.0006498484228895247,-0.0011413012873881707,-6.138252269209684e-05,-0.00017970181318382203,-78.1789517653527,468.65894629054543,0.9888744307091737,15199.0,1208504.0,120454942.0,13465208168.0,913751.0,70411022.0,6855313476.0,752596967846.0,69049721.0,5218921220.0,492904286266.0,52481165946680.0,0.7241147929066319,0.0207131157628185,0.174146973531349,0.07961009411219186,0.0050856428217832495,0.002899422604195594,0.05239344961892871,0.00465113430261926,0.021968291839238114,0.009339043671839253,0.006692339061771252,0.0016996378759925545,0.011911585517023229,0.025056362358721825,0.011582161400236551,0.007818809681225915,0.0024793443339642396,0.003709696897929419,0.0017394380711050136,0.0011207363240252645,0.013065928900818296,0.012179768336318071,0.0049163851402202,0.008796798605550264,0.0032487583773696065,0.005935214497630002,0.0042654980651179565,0.002812783756462609,0.0014228030309448032,0.001698862025832166,408.5120731627081,109.11915257582736,0,2,2
3,3,NP_LMNA_K9me2_Pol2_Well2_40X_F02_C2_max_proj.tif,\\imaging_storage\shared\users\Amulya\converted_v2\normal\c2,1,1,50,296,49,295,49.0,295.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.1283791670955126,1,1.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,nan,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,49.0,295.0,0,3,3
3,4,NP_LMNA_K9me2_Pol2_Well2_40X_F02_C2_max_proj.tif,\\imaging_storage\shared\users\Amulya\converted_v2\normal\c2,13566,20496,183,375,0,263,94.15642046292201,319.6937933067964,13566.0,-4.5204728849057574e-11,28517292.075777695,-79372506.00306726,1.227533630299149e-10,-8592274.229397014,13853458.368094709,-35480975533.38629,10164998.01739643,19445757.582645494,21112554512.65284,32910016693.968914,1.3912333407270931,13786,0.8876084269527744,131.4259017997488,1,0.6618852459016393,0.7187866842505191,0.21018830699502722,0.01866332943749016,4.876011143191201e-05,7.838765828728267e-06,1.2947307862457795e-10,6.982967613640567e-07,8.19917793926373e-11,2352.3586690828724,499.0559036116668,2102.114998951621,633.3682905349413,633.3682905349413,749.2995737429181,194.00448114753937,192.20041623263984,44.598206241955516,18.058484328969453,16.76305461424021,88.92307692307692,89.35823665329721,nan,nan,0.15495466599967722,-0.0037028878657310704,nan,-0.046687917627520364,0.0006462918392377093,-0.014211506363551682,0.05523364099535001,0.0009071839030752461,0.008456396654738815,0.00011317402404344144,-0.00079730568601604,-0.005178001174051115,-0.0002177367572725443,-0.0013654768586677944,-68.44103504254782,487.00209204105306,0.9840417815174815,13566.0,1277326.0,148785736.0,19299932098.0,769108.0,63824182.0,6831045652.0,834095905618.0,53768648.0,4107851948.0,411222255326.0,47541392105192.0,0.4675771544862678,0.02891867588961779,0.1752679887805451,0.09295156962135069,0.02140018118563143,0.01199422358615861,0.03087729529357615,0.048514742598302345,0.03587674710449133,0.004327144481327627,0.010822578726389934,0.0041808671968436035,0.0007453158927256243,0.004586952795589808,0.013831067404624168,0.01702307001201496,0.007241951723292698,0.002239750317972171,0.004501676245341368,0.0018888287417092172,0.013156225923025532,0.009951875117151515,0.009815949626794872,0.0027443694128606094,0.00889733654519411,0.007700621400224291,0.0073178063906580975,0.006045963885010035,0.004746255310919962,0.0013774598132837977,94.15642046292201,319.6937933067964,0,4,4
3,5,NP_LMNA_K9me2_Pol2_Well2_40X_F02_C2_max_proj.tif,\\imaging_storage\shared\users\Amulya\converted_v2\normal\c2,16586,21168,437,406,325,217,380.97883757385745,313.4571325214036,16586.0,4.705924538939144e-10,12854537.57198843,2839590.76308567,-1.2253167369635776e-09,3002035.4535150197,18662209.13977824,5828186590.9556265,38268682.021222726,-1740011.56705061,21594432262.333202,8613220540.150278,1.2428438454026212,16772,0.8223126491658356,145.32016752322235,1,0.78354119425548,0.804606309713871,0.18583815046185342,0.009010971737875358,9.226804317870852e-06,8.510728305045799e-07,2.348126095631219e-12,7.719758847203611e-08,4.173700698664017e-13,2328.378246934638,753.9333166256638,775.0233674176072,-180.99815829705895,-180.99815829705895,2307.2881961426942,193.01308751210163,188.4489320744482,52.46903848937962,21.56135661951187,19.72308292331602,105.40056677258681,109.83138470405724,nan,nan,0.046727563452164896,8.014964482649262e-05,nan,0.010912706999702095,0.0005267552823722942,0.0012773457408578476,0.13911058700968854,-4.9113171836616424e-05,0.00473278534344451,1.4657832472399883e-05,-0.0014487691476958741,0.002404979136470552,0.0001403424483357821,0.00022501570619071987,6.646179775016877,508.9604614807105,0.9889100882423086,16586.0,928465.0,64828929.0,5071051819.0,1599838.0,92559107.0,6607975715.0,526323177623.0,192584468.0,11358050105.0,812925346901.0,64686018130025.0,0.5945823954576618,0.018098994611334265,0.180725317449135,0.10574671604021639,0.006609230334608872,0.006796754964776253,0.0003941704199336617,0.031353597736687965,0.029841551687458397,0.000938114607413768,0.005381964139213786,0.004632651136183286,0.017040566224135526,0.02205310958719244,0.00785847555563285,0.01020862254977841,0.0020299735628868075,0.0042983476190144206,0.004733212316555644,0.003817391722269227,0.0110121544488473,0.011771067767018415,0.01781246229109654,0.010314939024534505,0.004149117388357639,0.0017449255854246493,0.0017689312417220348,0.0025536316124657454,0.003104773228618236,0.00303154775802315,380.97883757385745,313.4571325214036,0,5,5
4,1,NP_LMNA_K9me2_Pol2_Well2_40X_F03_C2_max_proj.tif,\\imaging_storage\shared\users\Amulya\converted_v2\normal\c2,278,378,512,9,470,0,493.8525179856115,3.1690647482014387,278.0,-1.7053025658242404e-13,31582.95323741007,-76558.35551990049,1.4210854715202004e-14,1788.931654676259,-20072.91584286527,533624.0237996808,1467.053956834533,1164.6454117281748,158088.37969184198,-322528.5004479855,2.386806995816847,294,0.9782873071254269,18.81384047546846,1,0.7354497354497355,0.4189697791872634,0.42764358980182965,0.15399242071397365,0.006106307210968871,0.0036455855572026905,1.7120046002749582e-05,0.001328140676259558,1.6613638035655012e-06,113.98865555576897,4.896262409139648,113.6077454583096,-6.435005952072874,-6.435005952072874,5.27717250659903,42.70618794615487,41.593268686170845,5.0,2.2120952446626787,2.0,8.0,8.850999861384835,nan,nan,0.4086609548860058,-0.05941288018693942,nan,0.02314750342472257,-0.015577525612663817,0.024837105700756545,0.018982634915823884,0.0009038195483351039,0.00735809787668327,-0.0009003498813581095,0.0006686228901018849,0.0007812399879735973,-0.00030407485415778654,0.0007602396095664494,86.61241892998659,91.31370849898477,0.9455782312925171,278.0,6631.0,189749.0,5956099.0,881.0,22803.0,666595.0,21025917.0,4259.0,114091.0,3367639.0,106334761.0,0.20460149909617065,0.033143055508808736,0.08138284770885648,0.05673697318114673,0.003368692072954309,0.01993155012314451,0.047387817096864,0.03475957853759964,0.02974194962488811,0.003973366962966803,0.0056198611076441795,0.013888197283773926,0.0247260904654191,0.026370493061756494,0.018907017977248492,0.017766736980012535,0.0006735343526918201,0.004218664951415964,0.005430362928973883,0.009993054266474751,0.01857973422148878,0.013091964518659086,0.016497647444044035,0.010802949754056414,0.010664009045594223,0.0026507899032653494,0.0030899537849897467,0.004848944625666858,0.004510261797778603,0.007149882301974937,493.8525179856115,3.1690647482014387,0,1,1
