ImageNumber,ObjectNumber,Children_FillObjects_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
36,14,1,201.34647171010806,325.28162746344566,0,14
36,15,1,351.05153203342616,367.05153203342616,0,15
36,16,1,219.68647166361976,386.84643510054843,0,16
36,17,1,279.0,453.0,0,17
36,18,1,256.3908396946565,470.2286259541985,0,18
36,19,1,463.4772162386081,484.74233637116816,0,19
37,1,1,448.3982808022923,17.10888252148997,0,1
37,2,1,35.16506291635825,62.6239822353812,0,2
37,3,1,415.03568896242024,114.27723942330418,0,3
37,4,1,437.5,147.5,0,4
37,5,1,367.68545751633985,180.1764705882353,0,5
37,6,1,103.14356087262492,202.43912737508796,0,6
37,7,1,194.31182240578212,200.81362932369643,0,7
37,8,1,348.0723047127179,220.06843124596514,0,8
37,9,1,33.46381405176968,241.37876386687796,0,9
37,10,1,467.5237430167598,243.64106145251398,0,10
37,11,1,195.92608488316642,320.9933237958989,0,11
37,12,1,418.6094395280236,328.41769911504423,0,12
37,13,1,344.0672389127325,408.15021459227466,0,13
38,1,1,213.26158445440956,32.75455904334828,0,1
38,2,1,310.1964892412231,98.36806342015855,0,2
38,3,1,102.51649670065987,122.87222555488903,0,3
38,4,1,156.57847896440128,166.06553398058253,0,4
38,5,1,401.4405458089669,153.45224171539962,0,5
38,6,1,226.36177753544166,234.44383860414393,0,6
38,7,1,404.8400852878465,273.75095948827294,0,7
38,8,1,27.75476493011436,315.91804320203306,0,8
38,9,1,137.19908814589667,315.3183890577508,0,9
38,10,1,256.8347701149425,340.2188697318008,0,10
38,11,1,71.94303797468355,353.09493670886076,0,11
38,12,1,377.0961737331954,375.16339193381594,0,12
38,13,1,42.79085714285714,401.716,0,13
38,14,1,276.6333333333333,407.3666666666667,0,14
38,15,1,165.89548272807795,460.2621789193977,0,15
39,1,1,317.1371769383698,57.17561298873426,0,1
39,2,1,106.66591676040495,78.94488188976378,0,2
39,3,1,430.0089167767503,99.52047556142668,0,3
39,4,1,370.282808716707,139.08910411622276,0,4
39,5,1,69.4375,171.4375,0,5
39,6,1,67.31123058542413,220.11230585424133,0,6
39,7,1,448.58896466212025,189.89770613763173,0,7
39,8,1,131.43176831943836,217.6186924089513,0,8
39,9,1,442.0540229885057,256.26149425287355,0,9
39,10,1,23.514219830899307,293.8677940046118,0,10
39,11,1,178.5785472972973,289.4631193693694,0,11
39,12,1,132.24615384615385,295.45846153846156,0,12
39,13,1,346.9268482490272,307.3603112840467,0,13
39,14,1,151.14456035767512,443.4016393442623,0,14
39,15,1,422.5873629916183,449.3500967117988,0,15
39,16,1,248.8955078125,463.0126953125,0,16
39,17,1,340.0894170911149,461.203169213356,0,17
40,1,1,73.0,14.0,0,1
40,2,1,71.14701378254212,32.439509954058195,0,2
40,3,1,158.12055231014338,91.91715347849177,0,3
40,4,1,240.26962025316456,96.39240506329114,0,4
40,5,1,106.83049853372434,99.6809384164223,0,5
40,6,1,400.8528827037773,132.06096752816435,0,6
40,7,1,97.78681771369722,187.99725369035357,0,7
40,8,1,272.576889085285,219.27993813521874,0,8
40,9,1,367.74343015214384,257.71507607192257,0,9
40,10,1,126.42992874109264,316.24821852731594,0,10
40,11,1,253.19852104664392,346.5,0,11
40,12,1,425.44556324732537,353.1246066708622,0,12
40,13,1,315.3931347150259,456.6638601036269,0,13
40,14,1,197.2617534942821,467.79860228716643,0,14
41,1,1,207.75783289817232,71.17624020887729,0,1
41,2,1,349.10357142857146,70.18142857142857,0,2
41,3,1,426.3699300699301,58.05734265734266,0,3
41,4,1,96.50279329608938,64.97335625268586,0,4
41,5,1,102.0,116.0,0,5
41,6,1,448.35197132616486,116.62867383512545,0,6
41,7,1,108.92716049382716,137.81296296296296,0,7
41,8,1,87.0,174.0,0,8
41,9,1,193.4659127625202,187.73441033925687,0,9
41,10,1,77.98562185478073,197.10280373831776,0,10
41,11,1,324.7940860215054,235.0989247311828,0,11
41,12,1,452.97740112994353,265.00282485875704,0,12
41,13,1,103.50894805761676,382.7459624618071,0,13
41,14,1,309.563746223565,409.40302114803626,0,14
41,15,1,361.0620245757753,450.53598595669985,0,15
41,16,1,418.43491124260356,452.66789940828403,0,16
42,1,1,340.41080196399344,39.56382978723404,0,1
42,2,1,153.4843205574913,86.58304297328688,0,2
42,3,1,320.0,129.0,0,3
42,4,1,336.33662280701753,142.53453947368422,0,4
42,5,1,417.3009427121102,168.8535170413343,0,5
42,6,1,416.38085106382977,235.81702127659574,0,6
42,7,1,284.49896157840084,253.9833852544133,0,7
42,8,1,236.0225606316977,328.6503102086858,0,8
42,9,1,184.2048909451421,386.7514871116986,0,9
42,10,1,420.06829539144917,372.9944475291505,0,10
42,11,1,371.0152532031727,435.0811470408786,0,11
42,12,1,261.5,466.5,0,12
42,13,1,284.68797709923666,470.8062977099237,0,13
43,1,1,98.2829373650108,24.174946004319654,0,1
43,2,1,315.40212264150944,71.4817216981132,0,2
43,3,1,397.7496164467628,74.68548634550476,0,3
43,4,1,190.71819526627218,139.50221893491124,0,4
43,5,1,66.84786641929499,181.4090909090909,0,5
43,6,1,349.90790580319594,184.7430613961312,0,6
43,7,1,482.2333548804137,280.6160310277957,0,7
43,8,1,313.9567901234568,342.62794612794613,0,8
43,9,1,124.33572453371592,370.07173601147775,0,9
43,10,1,189.04953271028037,437.24330218068536,0,10
43,11,1,101.79501246882793,474.498753117207,0,11
44,1,1,156.83128834355827,69.27914110429448,0,1
44,2,1,338.3823582036142,65.01538736804437,0,2
44,3,1,461.8128834355828,71.90081799591002,0,3
44,4,1,470.49029982363317,123.52439741328631,0,4
44,5,1,283.7643236857649,136.78086237448318,0,5
44,6,1,414.878916172735,174.40897544453853,0,6
44,7,1,119.13977900552486,189.2988950276243,0,7
44,8,1,211.89114495205865,212.6283135927806,0,8
44,9,1,388.9601160261059,229.31036983321246,0,9
44,10,1,25.766101694915253,243.35762711864407,0,10
44,11,1,203.89863234111021,260.2791633145616,0,11
44,12,1,69.08684436801376,280.128116938951,0,12
44,13,1,142.91461700632468,308.59030217849613,0,13
44,14,1,245.2433309300649,326.4232155731795,0,14
44,15,1,436.7034099920698,399.1427438540841,0,15
44,16,1,160.0483412322275,420.9412322274882,0,16
44,17,1,87.22838427947599,438.39868995633185,0,17
44,18,1,367.0,453.0,0,18
44,19,1,433.13312693498455,468.7670278637771,0,19
44,20,1,353.9251592356688,466.86146496815286,0,20
45,1,1,227.06047516198703,28.91414686825054,0,1
45,2,1,465.97573529411767,28.74264705882353,0,2
45,3,1,28.758169934640524,98.6750700280112,0,3
45,4,1,336.55345394736844,97.70476973684211,0,4
45,5,1,220.1877971473851,131.87480190174327,0,5
45,6,1,316.4182305630027,143.99195710455763,0,6
45,7,1,63.306744017403915,149.8723712835388,0,7
45,8,1,400.3344658361646,183.89429973574934,0,8
45,9,1,87.24629324546952,216.46293245469522,0,9
45,10,1,182.25985704403965,224.18422872953656,0,10
45,11,1,348.0153102336825,233.26188557614827,0,11
45,12,1,324.1962365591398,271.63709677419354,0,12
45,13,1,425.7692307692308,308.3267866884888,0,13
45,14,1,266.7672080433101,332.8275328692962,0,14
45,15,1,106.099604743083,357.2110671936759,0,15
45,16,1,357.3374667847653,344.311780336581,0,16
45,17,1,149.44606413994168,371.31268221574345,0,17
45,18,1,248.42004008016033,409.2693386773547,0,18
45,19,1,323.5103448275862,426.05172413793105,0,19
45,20,1,392.35006547359234,438.15058926233087,0,20
45,21,1,254.50098231827113,488.39816633922726,0,21
46,1,1,374.55044699872286,43.572158365261814,0,1
46,2,1,217.08663028649386,59.1568894952251,0,2
46,3,1,99.69348230912476,139.24990689013035,0,3
46,4,1,229.47299602046618,121.9175667993178,0,4
46,5,1,478.5760082730093,133.08479834539813,0,5
46,6,1,268.3972602739726,183.32876712328766,0,6
46,7,1,322.0,190.0,0,7
46,8,1,351.1387730792138,194.90678975580704,0,8
46,9,1,95.117529081428,239.5439229843562,0,9
46,10,1,365.36773350751145,300.24667973002397,0,10
46,11,1,217.21016066000868,264.39817629179333,0,11
46,12,1,106.18565088757397,319.155325443787,0,12
46,13,1,48.5088868101029,329.0177736202058,0,13
46,14,1,145.69664187514087,355.718954248366,0,14
46,15,1,166.85060426844947,402.8531756235536,0,15
46,16,1,104.61276287164613,488.06091370558374,0,16
47,1,1,71.45017553335134,36.654604374831216,0,1
47,2,1,281.21366024518386,23.436077057793344,0,2
47,3,1,221.35578747628082,31.755218216318784,0,3
47,4,1,324.6159769008662,66.21944177093359,0,4
47,5,1,244.86372587632926,76.5852697912564,0,5
47,6,1,63.58606557377049,98.95901639344262,0,6
47,7,1,158.3847487001733,115.76169844020797,0,7
47,8,1,72.01393728222996,131.26132404181186,0,8
47,9,1,59.246174318030604,168.02461743180305,0,9
47,10,1,204.28875053671104,167.53112924001718,0,10
47,11,1,404.65284039675385,162.12037871956719,0,11
47,12,1,144.6098901098901,177.5054945054945,0,12
47,13,1,102.15315934065934,192.28571428571428,0,13
47,14,1,469.2259375,230.57,0,14
47,15,1,231.54573680439455,249.24599952233103,0,15
47,16,1,58.00537428023033,312.0418426103647,0,16
47,17,1,285.00955109837633,377.1661891117478,0,17
47,18,1,240.44476956839796,412.58010241404537,0,18
47,19,1,462.2289669861555,407.54845580404685,0,19
47,20,1,127.40206777713958,458.1975875933372,0,20
47,21,1,448.2057142857143,477.5942857142857,0,21
